investor_id,avg_gap_days,risk_status,state,city,age_group
INV001623,92.0,At Risk,Gujarat,Surat,26-35
INV001625,72.0,At Risk,Uttar Pradesh,Kanpur,46-55
INV001628,51.714285714285715,At Risk,Rajasthan,Jaipur,36-45
INV001629,67.5,At Risk,Madhya Pradesh,Indore,26-35
INV001631,57.0,At Risk,Haryana,Faridabad,36-45
INV001636,48.875,At Risk,Rajasthan,Udaipur,18-25
INV001641,88.4,At Risk,Haryana,Faridabad,26-35
INV001644,65.6,At Risk,Madhya Pradesh,Bhopal,18-25
INV001645,67.6,At Risk,Uttar Pradesh,Kanpur,46-55
INV001649,51.666666666666664,At Risk,Telangana,Hyderabad,36-45
INV001651,78.66666666666667,At Risk,Gujarat,Ahmedabad,18-25
INV001653,55.2,At Risk,Maharashtra,Mumbai,36-45
INV001654,56.0,At Risk,Uttar Pradesh,Lucknow,36-45
INV001656,59.857142857142854,At Risk,Madhya Pradesh,Bhopal,26-35
INV001662,60.2,At Risk,Delhi,Gurugram,36-45
INV001672,34.0,Regular,Maharashtra,Pune,18-25
INV001673,49.3,At Risk,West Bengal,Kolkata,26-35
INV001680,58.875,At Risk,Madhya Pradesh,Indore,26-35
INV001683,72.5,At Risk,Haryana,Gurugram,26-35
INV001689,83.6,At Risk,Haryana,Faridabad,36-45
INV001690,81.16666666666667,At Risk,Rajasthan,Jaipur,36-45
INV001691,82.0,At Risk,Maharashtra,Mumbai,26-35
INV001694,66.14285714285714,At Risk,Punjab,Amritsar,46-55
INV001697,62.5,At Risk,Haryana,Gurugram,18-25
INV001699,83.2,At Risk,Madhya Pradesh,Indore,26-35
INV001709,51.8,At Risk,Delhi,New Delhi,36-45
INV001711,65.83333333333333,At Risk,Madhya Pradesh,Bhopal,46-55
INV001712,66.6,At Risk,West Bengal,Kolkata,18-25
INV001715,68.28571428571429,At Risk,Gujarat,Surat,18-25
INV001718,84.0,At Risk,Gujarat,Ahmedabad,26-35
INV001724,69.66666666666667,At Risk,Madhya Pradesh,Indore,26-35
INV001728,50.57142857142857,At Risk,Karnataka,Bangalore,26-35
INV001737,56.833333333333336,At Risk,Telangana,Hyderabad,26-35
INV001738,47.5,At Risk,Karnataka,Bangalore,36-45
INV001739,52.5,At Risk,West Bengal,Kolkata,36-45
INV001741,89.4,At Risk,Rajasthan,Udaipur,36-45
INV001744,78.5,At Risk,Karnataka,Mysore,26-35
INV001752,69.33333333333333,At Risk,Rajasthan,Udaipur,26-35
INV001753,42.8,At Risk,Rajasthan,Jaipur,26-35
INV001757,55.57142857142857,At Risk,Telangana,Hyderabad,46-55
INV001759,49.55555555555556,At Risk,Haryana,Faridabad,36-45
INV001769,98.0,At Risk,Punjab,Chandigarh,18-25
INV001772,95.0,At Risk,Telangana,Hyderabad,36-45
INV001775,29.142857142857142,Regular,Uttar Pradesh,Kanpur,26-35
INV001777,57.625,At Risk,West Bengal,Kolkata,18-25
INV001778,63.57142857142857,At Risk,Maharashtra,Mumbai,26-35
INV001797,79.66666666666667,At Risk,Punjab,Amritsar,26-35
INV001800,49.666666666666664,At Risk,Tamil Nadu,Chennai,26-35
INV001802,61.666666666666664,At Risk,Punjab,Chandigarh,46-55
INV001803,59.0,At Risk,Rajasthan,Udaipur,26-35
INV001804,55.857142857142854,At Risk,Punjab,Amritsar,26-35
INV001806,60.0,At Risk,Telangana,Hyderabad,36-45
INV001809,95.6,At Risk,Telangana,Hyderabad,46-55
INV001811,54.25,At Risk,Punjab,Amritsar,18-25
INV001822,19.8,Regular,Gujarat,Ahmedabad,36-45
INV001823,58.142857142857146,At Risk,Tamil Nadu,Coimbatore,26-35
INV001826,51.2,At Risk,Punjab,Amritsar,18-25
INV001828,44.42857142857143,At Risk,Gujarat,Surat,36-45
INV001831,72.8,At Risk,Madhya Pradesh,Indore,18-25
INV001837,62.833333333333336,At Risk,Uttar Pradesh,Agra,18-25
INV001841,56.2,At Risk,Madhya Pradesh,Bhopal,36-45
INV001853,47.42857142857143,At Risk,Delhi,Noida,18-25
INV001858,55.142857142857146,At Risk,Punjab,Amritsar,36-45
INV001865,63.5,At Risk,Telangana,Hyderabad,18-25
INV001866,58.8,At Risk,Telangana,Hyderabad,36-45
INV001870,76.0,At Risk,Madhya Pradesh,Indore,26-35
INV001871,55.0,At Risk,Delhi,Gurugram,56+
INV001883,99.2,At Risk,Maharashtra,Pune,46-55
INV001885,71.2,At Risk,Karnataka,Bangalore,26-35
INV001886,50.75,At Risk,Haryana,Gurugram,18-25
INV001890,102.6,At Risk,Madhya Pradesh,Bhopal,26-35
INV001891,96.4,At Risk,West Bengal,Kolkata,26-35
INV001909,62.142857142857146,At Risk,Telangana,Hyderabad,36-45
INV001912,86.4,At Risk,Haryana,Gurugram,26-35
INV001920,39.0,At Risk,Madhya Pradesh,Indore,36-45
INV001921,68.57142857142857,At Risk,Gujarat,Surat,26-35
INV001923,80.66666666666667,At Risk,Gujarat,Surat,18-25
INV001924,59.166666666666664,At Risk,Karnataka,Bangalore,18-25
INV001927,58.8,At Risk,Rajasthan,Jaipur,56+
INV001929,66.2,At Risk,Rajasthan,Jaipur,56+
INV001937,60.42857142857143,At Risk,Haryana,Gurugram,18-25
INV001938,43.0,At Risk,Karnataka,Mysore,26-35
INV001943,74.4,At Risk,West Bengal,Kolkata,56+
INV001950,60.166666666666664,At Risk,Maharashtra,Pune,26-35
INV001951,58.833333333333336,At Risk,Punjab,Chandigarh,26-35
INV001954,86.8,At Risk,Uttar Pradesh,Agra,26-35
INV001955,76.0,At Risk,Madhya Pradesh,Bhopal,26-35
INV001961,83.4,At Risk,Delhi,Gurugram,26-35
INV001969,79.2,At Risk,Uttar Pradesh,Kanpur,26-35
INV001971,54.714285714285715,At Risk,Gujarat,Ahmedabad,26-35
INV001972,42.42857142857143,At Risk,Uttar Pradesh,Kanpur,18-25
INV001978,83.2,At Risk,Telangana,Hyderabad,36-45
INV001979,55.4,At Risk,Maharashtra,Pune,26-35
INV001982,85.8,At Risk,Karnataka,Mysore,26-35
INV001986,47.666666666666664,At Risk,Madhya Pradesh,Indore,36-45
INV001987,67.0,At Risk,Tamil Nadu,Coimbatore,18-25
INV001990,45.285714285714285,At Risk,Punjab,Amritsar,26-35
INV001993,56.6,At Risk,Uttar Pradesh,Agra,36-45
INV001995,48.6,At Risk,Gujarat,Surat,26-35
INV001997,88.6,At Risk,Delhi,New Delhi,56+
INV002001,84.8,At Risk,Uttar Pradesh,Kanpur,36-45
INV002006,73.6,At Risk,Punjab,Chandigarh,26-35
INV002010,74.6,At Risk,Uttar Pradesh,Agra,56+
INV002017,44.666666666666664,At Risk,Karnataka,Mysore,26-35
INV002018,63.6,At Risk,Uttar Pradesh,Agra,26-35
INV002019,68.8,At Risk,Delhi,New Delhi,36-45
INV002025,55.833333333333336,At Risk,Karnataka,Mysore,26-35
INV002033,55.0,At Risk,Gujarat,Ahmedabad,46-55
INV002034,69.0,At Risk,Uttar Pradesh,Lucknow,26-35
INV002037,33.2,Regular,Delhi,New Delhi,56+
INV002038,84.0,At Risk,Madhya Pradesh,Bhopal,26-35
INV002051,78.6,At Risk,Gujarat,Ahmedabad,46-55
INV002052,44.166666666666664,At Risk,Uttar Pradesh,Lucknow,36-45
INV002069,47.55555555555556,At Risk,West Bengal,Kolkata,46-55
INV002070,81.33333333333333,At Risk,Telangana,Hyderabad,36-45
INV002083,51.666666666666664,At Risk,Gujarat,Surat,26-35
INV002085,65.0,At Risk,Telangana,Hyderabad,56+
INV002090,90.2,At Risk,Maharashtra,Mumbai,26-35
INV002092,33.5,Regular,Punjab,Amritsar,18-25
INV002101,80.2,At Risk,Uttar Pradesh,Lucknow,26-35
INV002102,44.8,At Risk,Madhya Pradesh,Bhopal,26-35
INV002107,71.14285714285714,At Risk,Telangana,Hyderabad,26-35
INV002111,62.42857142857143,At Risk,Telangana,Hyderabad,36-45
INV002119,78.0,At Risk,Tamil Nadu,Coimbatore,26-35
INV002121,68.5,At Risk,Madhya Pradesh,Bhopal,18-25
INV002122,40.333333333333336,At Risk,Gujarat,Ahmedabad,46-55
INV002127,60.2,At Risk,Rajasthan,Udaipur,18-25
INV002134,82.66666666666667,At Risk,Rajasthan,Udaipur,26-35
INV002138,91.8,At Risk,Karnataka,Bangalore,46-55
INV002142,45.5,At Risk,Tamil Nadu,Chennai,18-25
INV002143,63.57142857142857,At Risk,Uttar Pradesh,Lucknow,26-35
INV002149,42.285714285714285,At Risk,Tamil Nadu,Coimbatore,26-35
INV002150,73.6,At Risk,Uttar Pradesh,Kanpur,26-35
INV002151,60.375,At Risk,Rajasthan,Jaipur,26-35
INV002153,67.83333333333333,At Risk,Maharashtra,Nashik,18-25
INV002154,89.4,At Risk,Uttar Pradesh,Lucknow,36-45
INV002155,78.0,At Risk,Telangana,Hyderabad,56+
INV002157,58.5,At Risk,Punjab,Chandigarh,26-35
INV002159,65.0,At Risk,Haryana,Gurugram,26-35
INV002162,58.375,At Risk,Madhya Pradesh,Indore,46-55
INV002166,99.2,At Risk,Haryana,Gurugram,36-45
INV002171,55.833333333333336,At Risk,Telangana,Hyderabad,56+
INV002177,73.0,At Risk,Haryana,Gurugram,26-35
INV002178,66.42857142857143,At Risk,Gujarat,Ahmedabad,36-45
INV002179,54.142857142857146,At Risk,Haryana,Gurugram,26-35
INV002182,70.5,At Risk,Madhya Pradesh,Bhopal,36-45
INV002185,48.4,At Risk,Punjab,Chandigarh,26-35
INV002186,74.83333333333333,At Risk,Haryana,Faridabad,18-25
INV002187,67.83333333333333,At Risk,Tamil Nadu,Chennai,36-45
INV002195,49.25,At Risk,Telangana,Hyderabad,26-35
INV002196,62.142857142857146,At Risk,Delhi,Gurugram,26-35
INV002198,43.0,At Risk,Delhi,Gurugram,36-45
INV002199,50.833333333333336,At Risk,Gujarat,Ahmedabad,26-35
INV002202,70.42857142857143,At Risk,Madhya Pradesh,Indore,18-25
INV002206,49.0,At Risk,Tamil Nadu,Chennai,18-25
INV002208,71.33333333333333,At Risk,Punjab,Chandigarh,56+
INV002211,63.833333333333336,At Risk,Gujarat,Surat,26-35
INV002216,61.714285714285715,At Risk,Maharashtra,Mumbai,46-55
INV002218,67.8,At Risk,Punjab,Amritsar,36-45
INV002219,70.85714285714286,At Risk,Karnataka,Mysore,26-35
INV002228,68.6,At Risk,Uttar Pradesh,Kanpur,18-25
INV002229,64.6,At Risk,Rajasthan,Jaipur,36-45
INV002230,57.57142857142857,At Risk,Delhi,Noida,36-45
INV002232,69.16666666666667,At Risk,Karnataka,Bangalore,26-35
INV002236,73.66666666666667,At Risk,Delhi,New Delhi,26-35
INV002237,51.666666666666664,At Risk,Uttar Pradesh,Agra,46-55
INV002240,77.83333333333333,At Risk,Haryana,Faridabad,26-35
INV002241,65.66666666666667,At Risk,Punjab,Amritsar,36-45
INV002251,62.6,At Risk,Punjab,Chandigarh,26-35
INV002256,75.6,At Risk,Rajasthan,Jaipur,46-55
INV002259,45.333333333333336,At Risk,Madhya Pradesh,Bhopal,18-25
INV002260,77.8,At Risk,Telangana,Hyderabad,26-35
INV002265,63.166666666666664,At Risk,Rajasthan,Jaipur,18-25
INV002277,67.33333333333333,At Risk,Haryana,Gurugram,26-35
INV002280,71.66666666666667,At Risk,Karnataka,Mysore,18-25
INV002282,53.2,At Risk,West Bengal,Kolkata,36-45
INV002284,85.0,At Risk,Karnataka,Bangalore,36-45
INV002290,61.6,At Risk,Gujarat,Ahmedabad,36-45
INV002294,48.714285714285715,At Risk,Haryana,Gurugram,26-35
INV002295,64.5,At Risk,Telangana,Hyderabad,26-35
INV002298,23.2,Regular,Maharashtra,Nashik,56+
INV002304,42.55555555555556,At Risk,Karnataka,Mysore,46-55
INV002315,71.83333333333333,At Risk,Haryana,Faridabad,18-25
INV002319,60.0,At Risk,Karnataka,Mysore,26-35
INV002322,63.4,At Risk,Tamil Nadu,Chennai,18-25
INV002327,76.4,At Risk,Punjab,Amritsar,26-35
INV002329,57.0,At Risk,Madhya Pradesh,Indore,56+
INV002342,74.2,At Risk,Maharashtra,Mumbai,26-35
INV002343,57.75,At Risk,Punjab,Amritsar,26-35
INV002347,40.5,At Risk,Delhi,New Delhi,26-35
INV002348,94.4,At Risk,Uttar Pradesh,Agra,26-35
INV002349,52.2,At Risk,Punjab,Amritsar,26-35
INV002351,77.2,At Risk,Gujarat,Ahmedabad,36-45
INV002357,68.33333333333333,At Risk,Delhi,Gurugram,26-35
INV002360,56.125,At Risk,Maharashtra,Mumbai,26-35
INV002361,55.4,At Risk,Gujarat,Surat,36-45
INV002367,52.5,At Risk,Telangana,Hyderabad,26-35
INV002368,61.166666666666664,At Risk,Telangana,Hyderabad,26-35
INV002369,60.0,At Risk,Madhya Pradesh,Bhopal,36-45
INV002370,70.16666666666667,At Risk,Delhi,Noida,26-35
INV002372,95.2,At Risk,Maharashtra,Pune,36-45
INV002373,70.14285714285714,At Risk,Maharashtra,Pune,36-45
INV002374,21.2,Regular,Uttar Pradesh,Kanpur,26-35
INV002384,39.111111111111114,At Risk,Karnataka,Mysore,26-35
INV002388,33.2,Regular,Haryana,Faridabad,18-25
INV002389,50.77777777777778,At Risk,Haryana,Faridabad,36-45
INV002390,47.0,At Risk,Uttar Pradesh,Kanpur,56+
INV002391,40.2,At Risk,Madhya Pradesh,Bhopal,18-25
INV002395,97.0,At Risk,West Bengal,Kolkata,26-35
INV002400,55.375,At Risk,Punjab,Chandigarh,36-45
INV002401,59.142857142857146,At Risk,West Bengal,Kolkata,26-35
INV002402,47.166666666666664,At Risk,Uttar Pradesh,Lucknow,46-55
INV002407,47.833333333333336,At Risk,West Bengal,Kolkata,36-45
INV002409,55.57142857142857,At Risk,Punjab,Amritsar,18-25
INV002413,53.0,At Risk,Gujarat,Surat,26-35
INV002415,57.42857142857143,At Risk,West Bengal,Kolkata,36-45
INV002417,83.33333333333333,At Risk,Tamil Nadu,Coimbatore,26-35
INV002418,91.6,At Risk,Haryana,Faridabad,36-45
INV002420,72.8,At Risk,Karnataka,Mysore,26-35
INV002422,50.333333333333336,At Risk,Tamil Nadu,Chennai,36-45
INV002429,78.6,At Risk,Rajasthan,Udaipur,26-35
INV002434,88.2,At Risk,Uttar Pradesh,Agra,26-35
INV002437,49.166666666666664,At Risk,Haryana,Faridabad,26-35
INV002445,38.142857142857146,At Risk,Punjab,Chandigarh,26-35
INV002453,63.0,At Risk,Gujarat,Surat,26-35
INV002458,72.4,At Risk,West Bengal,Kolkata,18-25
INV002459,53.714285714285715,At Risk,Rajasthan,Udaipur,18-25
INV002463,95.4,At Risk,Punjab,Amritsar,18-25
INV002464,35.4,At Risk,Karnataka,Bangalore,26-35
INV002466,80.66666666666667,At Risk,Madhya Pradesh,Indore,36-45
INV002467,38.857142857142854,At Risk,Punjab,Chandigarh,36-45
INV002471,56.4,At Risk,Punjab,Chandigarh,18-25
INV002475,49.666666666666664,At Risk,Delhi,New Delhi,26-35
INV002476,86.0,At Risk,Telangana,Hyderabad,36-45
INV002485,70.4,At Risk,Karnataka,Mysore,46-55
INV002490,70.0,At Risk,Gujarat,Surat,36-45
INV002495,82.2,At Risk,Maharashtra,Nashik,26-35
INV002496,53.0,At Risk,Karnataka,Mysore,36-45
INV002497,67.28571428571429,At Risk,Telangana,Hyderabad,26-35
INV002508,51.625,At Risk,West Bengal,Kolkata,46-55
INV002509,33.666666666666664,Regular,Maharashtra,Mumbai,36-45
INV002510,64.33333333333333,At Risk,Karnataka,Mysore,36-45
INV002521,74.6,At Risk,Punjab,Chandigarh,26-35
INV002527,49.666666666666664,At Risk,Telangana,Hyderabad,18-25
INV002530,71.42857142857143,At Risk,Telangana,Hyderabad,36-45
INV002531,76.33333333333333,At Risk,Rajasthan,Udaipur,36-45
INV002543,74.66666666666667,At Risk,Madhya Pradesh,Indore,18-25
INV002547,89.0,At Risk,Haryana,Gurugram,26-35
INV002552,48.22222222222222,At Risk,Delhi,Gurugram,36-45
INV002554,49.666666666666664,At Risk,Madhya Pradesh,Bhopal,18-25
INV002555,72.0,At Risk,Gujarat,Ahmedabad,36-45
INV002557,67.16666666666667,At Risk,West Bengal,Kolkata,26-35
INV002558,97.6,At Risk,Haryana,Faridabad,26-35
INV002560,95.2,At Risk,Haryana,Faridabad,26-35
INV002563,65.8,At Risk,Madhya Pradesh,Indore,18-25
INV002567,82.0,At Risk,Madhya Pradesh,Indore,36-45
INV002568,61.57142857142857,At Risk,Uttar Pradesh,Lucknow,26-35
INV002570,62.0,At Risk,Punjab,Chandigarh,36-45
INV002572,55.714285714285715,At Risk,Rajasthan,Jaipur,56+
INV002574,79.4,At Risk,Maharashtra,Nashik,26-35
INV002575,56.125,At Risk,West Bengal,Kolkata,18-25
INV002579,40.8,At Risk,Maharashtra,Mumbai,36-45
INV002582,77.4,At Risk,Telangana,Hyderabad,26-35
INV002585,65.0,At Risk,Uttar Pradesh,Lucknow,18-25
INV002586,87.2,At Risk,West Bengal,Kolkata,26-35
INV002590,50.22222222222222,At Risk,West Bengal,Kolkata,36-45
INV002591,52.2,At Risk,Gujarat,Ahmedabad,18-25
INV002594,94.0,At Risk,Haryana,Gurugram,26-35
INV002598,51.375,At Risk,Uttar Pradesh,Lucknow,26-35
INV002602,66.0,At Risk,Gujarat,Surat,56+
INV002606,89.6,At Risk,Telangana,Hyderabad,26-35
INV002613,65.0,At Risk,Karnataka,Bangalore,46-55
INV002622,76.66666666666667,At Risk,Karnataka,Mysore,18-25
INV002627,85.0,At Risk,West Bengal,Kolkata,26-35
INV002628,77.0,At Risk,Uttar Pradesh,Agra,26-35
INV002632,65.57142857142857,At Risk,Tamil Nadu,Chennai,26-35
INV002640,70.0,At Risk,Haryana,Faridabad,56+
INV002643,74.2,At Risk,Telangana,Hyderabad,36-45
INV002645,45.166666666666664,At Risk,Haryana,Gurugram,46-55
INV002654,61.857142857142854,At Risk,Delhi,New Delhi,36-45
INV002659,62.333333333333336,At Risk,Madhya Pradesh,Bhopal,36-45
INV002666,53.166666666666664,At Risk,Madhya Pradesh,Bhopal,46-55
INV002671,77.16666666666667,At Risk,Madhya Pradesh,Indore,18-25
INV002673,65.0,At Risk,Maharashtra,Mumbai,26-35
INV002674,75.8,At Risk,Karnataka,Mysore,26-35
INV002675,63.857142857142854,At Risk,Uttar Pradesh,Agra,36-45
INV002681,83.66666666666667,At Risk,Maharashtra,Nashik,18-25
INV002684,80.6,At Risk,Delhi,New Delhi,36-45
INV002688,37.0,At Risk,Uttar Pradesh,Lucknow,26-35
INV002689,50.0,At Risk,Madhya Pradesh,Bhopal,26-35
INV002693,45.833333333333336,At Risk,Uttar Pradesh,Kanpur,26-35
INV002697,55.333333333333336,At Risk,West Bengal,Kolkata,26-35
INV002700,79.83333333333333,At Risk,Tamil Nadu,Coimbatore,26-35
INV002704,59.142857142857146,At Risk,Delhi,Noida,36-45
INV002705,22.571428571428573,Regular,Uttar Pradesh,Lucknow,46-55
INV002706,73.6,At Risk,Haryana,Faridabad,46-55
INV002711,65.57142857142857,At Risk,Haryana,Gurugram,26-35
INV002712,46.8,At Risk,Karnataka,Bangalore,46-55
INV002722,61.4,At Risk,Delhi,Noida,36-45
INV002723,37.75,At Risk,West Bengal,Kolkata,36-45
INV002724,76.6,At Risk,Rajasthan,Udaipur,36-45
INV002726,45.57142857142857,At Risk,Gujarat,Ahmedabad,36-45
INV002732,70.71428571428571,At Risk,Uttar Pradesh,Lucknow,18-25
INV002733,51.57142857142857,At Risk,Punjab,Chandigarh,26-35
INV002735,68.16666666666667,At Risk,Tamil Nadu,Coimbatore,18-25
INV002736,70.6,At Risk,Karnataka,Mysore,18-25
INV002737,58.42857142857143,At Risk,Gujarat,Ahmedabad,18-25
INV002743,88.2,At Risk,Haryana,Gurugram,56+
INV002744,52.888888888888886,At Risk,Karnataka,Bangalore,36-45
INV002746,68.0,At Risk,Delhi,Noida,26-35
INV002750,72.4,At Risk,Madhya Pradesh,Bhopal,36-45
INV002751,41.5,At Risk,Delhi,New Delhi,36-45
INV002758,81.0,At Risk,Delhi,Gurugram,26-35
INV002761,80.6,At Risk,Rajasthan,Jaipur,26-35
INV002766,70.6,At Risk,Punjab,Chandigarh,26-35
INV002767,55.333333333333336,At Risk,Madhya Pradesh,Indore,26-35
INV002769,82.0,At Risk,Maharashtra,Pune,18-25
INV002772,74.5,At Risk,Haryana,Faridabad,26-35
INV002779,64.2,At Risk,Uttar Pradesh,Lucknow,26-35
INV002783,64.0,At Risk,West Bengal,Kolkata,26-35
INV002786,76.33333333333333,At Risk,Tamil Nadu,Coimbatore,26-35
INV002793,59.333333333333336,At Risk,Madhya Pradesh,Bhopal,36-45
INV002794,56.166666666666664,At Risk,Madhya Pradesh,Bhopal,56+
INV002799,70.8,At Risk,Uttar Pradesh,Lucknow,36-45
INV002800,63.5,At Risk,West Bengal,Kolkata,36-45
INV002803,64.83333333333333,At Risk,Uttar Pradesh,Agra,36-45
INV002804,59.857142857142854,At Risk,Madhya Pradesh,Indore,36-45
INV002808,59.666666666666664,At Risk,Uttar Pradesh,Agra,26-35
INV002809,81.4,At Risk,Uttar Pradesh,Agra,36-45
INV002810,32.285714285714285,Regular,Punjab,Amritsar,36-45
INV002813,49.0,At Risk,Punjab,Chandigarh,26-35
INV002822,53.0,At Risk,Karnataka,Bangalore,46-55
INV002824,71.83333333333333,At Risk,Rajasthan,Jaipur,56+
INV002826,61.6,At Risk,Haryana,Gurugram,26-35
INV002827,73.6,At Risk,Karnataka,Mysore,36-45
INV002828,80.0,At Risk,West Bengal,Kolkata,26-35
INV002831,40.2,At Risk,Telangana,Hyderabad,56+
INV002835,82.33333333333333,At Risk,Haryana,Faridabad,26-35
INV002838,56.714285714285715,At Risk,West Bengal,Kolkata,56+
INV002841,43.4,At Risk,Uttar Pradesh,Kanpur,26-35
INV002843,43.142857142857146,At Risk,Haryana,Faridabad,26-35
INV002847,52.666666666666664,At Risk,Haryana,Faridabad,26-35
INV002850,53.166666666666664,At Risk,Uttar Pradesh,Lucknow,46-55
INV002852,75.8,At Risk,West Bengal,Kolkata,46-55
INV002859,76.5,At Risk,Madhya Pradesh,Indore,26-35
INV002863,74.4,At Risk,Rajasthan,Udaipur,36-45
INV002865,37.2,At Risk,Maharashtra,Pune,18-25
INV002870,48.2,At Risk,Karnataka,Mysore,26-35
INV002872,85.6,At Risk,West Bengal,Kolkata,36-45
INV002873,98.2,At Risk,Haryana,Gurugram,18-25
INV002879,72.16666666666667,At Risk,Tamil Nadu,Coimbatore,46-55
INV002881,43.6,At Risk,Uttar Pradesh,Agra,26-35
INV002883,96.0,At Risk,West Bengal,Kolkata,26-35
INV002886,44.333333333333336,At Risk,Tamil Nadu,Chennai,18-25
INV002891,72.71428571428571,At Risk,Haryana,Faridabad,36-45
INV002893,50.0,At Risk,Telangana,Hyderabad,56+
INV002900,64.2,At Risk,Haryana,Faridabad,26-35
INV002903,89.6,At Risk,Madhya Pradesh,Indore,36-45
INV002904,49.333333333333336,At Risk,West Bengal,Kolkata,36-45
INV002905,73.0,At Risk,Tamil Nadu,Chennai,36-45
INV002906,41.2,At Risk,Telangana,Hyderabad,26-35
INV002909,82.33333333333333,At Risk,Rajasthan,Udaipur,36-45
INV002912,97.0,At Risk,Maharashtra,Mumbai,26-35
INV002913,73.66666666666667,At Risk,Delhi,New Delhi,56+
INV002915,49.285714285714285,At Risk,West Bengal,Kolkata,18-25
INV002921,53.333333333333336,At Risk,Punjab,Amritsar,18-25
INV002927,40.285714285714285,At Risk,Punjab,Amritsar,56+
INV002935,48.0,At Risk,Madhya Pradesh,Indore,18-25
INV002937,67.16666666666667,At Risk,Rajasthan,Jaipur,56+
INV002939,60.5,At Risk,Rajasthan,Udaipur,18-25
INV002942,55.5,At Risk,Delhi,Noida,36-45
INV002945,65.0,At Risk,Maharashtra,Nashik,26-35
INV002947,64.16666666666667,At Risk,Maharashtra,Nashik,46-55
INV002950,45.857142857142854,At Risk,Madhya Pradesh,Indore,46-55
INV002951,51.833333333333336,At Risk,Karnataka,Bangalore,36-45
INV002961,84.66666666666667,At Risk,Gujarat,Ahmedabad,26-35
INV002974,51.333333333333336,At Risk,Telangana,Hyderabad,26-35
INV002984,91.0,At Risk,Delhi,Gurugram,26-35
INV002989,86.6,At Risk,Haryana,Faridabad,46-55
INV002994,58.166666666666664,At Risk,Karnataka,Mysore,18-25
INV003000,67.0,At Risk,Delhi,Gurugram,36-45
INV003003,58.25,At Risk,West Bengal,Kolkata,18-25
INV003005,53.142857142857146,At Risk,Punjab,Amritsar,26-35
INV003007,48.25,At Risk,Haryana,Faridabad,26-35
INV003009,38.125,At Risk,Karnataka,Bangalore,26-35
INV003011,64.16666666666667,At Risk,Gujarat,Ahmedabad,18-25
INV003014,82.4,At Risk,Karnataka,Bangalore,26-35
INV003015,54.666666666666664,At Risk,Madhya Pradesh,Indore,18-25
INV003018,49.2,At Risk,Delhi,Gurugram,36-45
INV003022,69.6,At Risk,Telangana,Hyderabad,46-55
INV003024,44.2,At Risk,Maharashtra,Pune,36-45
INV003025,35.285714285714285,At Risk,Gujarat,Surat,26-35
INV003028,91.4,At Risk,Tamil Nadu,Chennai,26-35
INV003034,73.4,At Risk,Tamil Nadu,Chennai,26-35
INV003036,57.714285714285715,At Risk,Telangana,Hyderabad,26-35
INV003037,79.5,At Risk,Telangana,Hyderabad,18-25
INV003040,74.0,At Risk,Karnataka,Bangalore,26-35
INV003043,73.83333333333333,At Risk,Karnataka,Bangalore,26-35
INV003044,71.16666666666667,At Risk,West Bengal,Kolkata,18-25
INV003045,36.2,At Risk,Telangana,Hyderabad,26-35
INV003047,70.14285714285714,At Risk,Maharashtra,Mumbai,46-55
INV003054,78.66666666666667,At Risk,Telangana,Hyderabad,56+
INV003060,79.0,At Risk,Rajasthan,Jaipur,56+
INV003063,57.833333333333336,At Risk,Maharashtra,Mumbai,36-45
INV003070,54.5,At Risk,West Bengal,Kolkata,26-35
INV003074,74.8,At Risk,Haryana,Faridabad,26-35
INV003075,57.42857142857143,At Risk,Delhi,Gurugram,46-55
INV003078,69.16666666666667,At Risk,Haryana,Gurugram,36-45
INV003082,46.42857142857143,At Risk,Telangana,Hyderabad,26-35
INV003083,66.4,At Risk,Madhya Pradesh,Bhopal,56+
INV003089,65.0,At Risk,Uttar Pradesh,Agra,26-35
INV003091,50.875,At Risk,Delhi,New Delhi,36-45
INV003095,86.6,At Risk,Madhya Pradesh,Bhopal,18-25
INV003097,62.714285714285715,At Risk,Punjab,Chandigarh,26-35
INV003105,65.5,At Risk,Rajasthan,Jaipur,18-25
INV003112,91.6,At Risk,Maharashtra,Pune,26-35
INV003113,66.85714285714286,At Risk,Rajasthan,Jaipur,26-35
INV003115,48.0,At Risk,Gujarat,Surat,26-35
INV003117,66.57142857142857,At Risk,Tamil Nadu,Chennai,18-25
INV003134,76.83333333333333,At Risk,Telangana,Hyderabad,36-45
INV003139,55.166666666666664,At Risk,Karnataka,Mysore,36-45
INV003140,57.0,At Risk,West Bengal,Kolkata,26-35
INV003141,67.5,At Risk,Maharashtra,Pune,36-45
INV003144,82.5,At Risk,Haryana,Gurugram,36-45
INV003146,59.5,At Risk,Rajasthan,Udaipur,26-35
INV003151,81.0,At Risk,Tamil Nadu,Coimbatore,56+
INV003153,40.666666666666664,At Risk,Madhya Pradesh,Indore,36-45
INV003158,55.625,At Risk,Karnataka,Mysore,26-35
INV003161,77.4,At Risk,Uttar Pradesh,Kanpur,36-45
INV003169,62.6,At Risk,Telangana,Hyderabad,26-35
INV003178,56.4,At Risk,Telangana,Hyderabad,46-55
INV003179,56.25,At Risk,Rajasthan,Jaipur,36-45
INV003185,65.2,At Risk,Rajasthan,Udaipur,26-35
INV003187,58.25,At Risk,Haryana,Faridabad,26-35
INV003189,55.125,At Risk,Tamil Nadu,Chennai,36-45
